,issue_key1,issue_key2,time_add_to_sprint,created,from_string,to_string,field,if_before
395,DAOS-139,,2016-09-05 01:13:30,,,,,
396,DAOS-1397,,2018-09-11 15:12:28,,,,,
397,DAOS-140,,2016-09-05 01:14:12,,,,,
398,DAOS-1403,,2018-09-11 16:50:25,,,,,
399,DAOS-1404,,2018-09-11 16:46:50,,,,,
400,DAOS-1405,,2018-09-11 16:46:54,,,,,
401,DAOS-1406,,2018-09-11 15:59:13,,,,,
402,DAOS-1407,,2018-09-11 16:11:14,,,,,
403,DAOS-1408,,2018-09-11 16:54:27,,,,,
404,DAOS-1409,,2018-09-12 05:03:32,,,,,
405,DAOS-1410,,2018-09-12 08:17:09,,,,,
406,DAOS-1416,,2018-09-12 12:13:07,,,,,
407,DAOS-1419,,2018-09-12 12:21:44,,,,,
408,DAOS-142,,2016-09-14 16:47:01,,,,,
409,DAOS-1423,,2018-11-27 14:49:17,,,,,
410,DAOS-1426,,2018-09-26 12:39:03,,,,,
411,DAOS-1427,,2018-11-08 11:30:05,,,,,
412,DAOS-1433,,2018-09-14 09:03:00,,,,,
413,DAOS-1435,,2018-09-21 07:33:27,,,,,
414,DAOS-1436,,2018-10-18 06:51:37,,,,,
415,DAOS-1437,,2018-10-18 06:50:17,,,,,
416,DAOS-1438,,2018-09-24 11:41:55,,,,,
417,DAOS-1441,,2020-01-22 10:52:54,,,,,
418,DAOS-1443,,2018-09-19 10:30:02,,,,,
419,DAOS-1447,,2018-09-20 08:42:44,,,,,
420,DAOS-1453,,2018-09-21 07:32:56,,,,,
421,DAOS-1455,,2018-09-25 07:27:20,,,,,
422,DAOS-1458,,2018-10-09 07:25:07,,,,,
423,DAOS-1459,,2018-09-25 07:28:08,,,,,
424,DAOS-1460,,2018-09-25 07:27:26,,,,,
425,DAOS-1461,,2018-09-25 16:01:52,,,,,
426,DAOS-1463,,2018-09-25 07:27:14,,,,,
427,DAOS-1465,,2018-11-05 15:22:36,,,,,
428,DAOS-1467,,2018-09-25 16:43:13,,,,,
429,DAOS-1468,,2018-10-02 11:12:41,,,,,
430,DAOS-1469,,2018-10-04 12:50:20,,,,,
431,DAOS-147,,2016-10-11 04:09:31,,,,,
432,DAOS-1470,,2018-10-09 16:31:34,,,,,
433,DAOS-1471,,2018-09-25 07:20:21,,,,,
434,DAOS-1472,,2018-09-25 00:19:43,,,,,
435,DAOS-1473,,2018-09-25 07:20:21,,,,,
436,DAOS-1474,,2018-09-25 07:25:16,,,,,
437,DAOS-1475,,2018-09-25 07:29:29,,,,,
438,DAOS-1476,,2018-09-25 16:34:39,,,,,
439,DAOS-1483,,2018-09-25 16:43:00,,,,,
440,DAOS-1489,,2018-09-25 15:50:21,,,,,
441,DAOS-149,,2016-10-11 02:33:56,,,,,
442,DAOS-1492,DAOS-1492,2020-01-22 10:57:29,2022-03-10 08:11:59,,This issue implements SRS-223,Link,0.0
443,DAOS-1493,,2018-09-25 16:36:56,,,,,
444,DAOS-1494,,2018-09-25 16:48:29,,,,,
445,DAOS-1495,,2018-09-26 07:29:34,,,,,
446,DAOS-1496,,2018-09-26 14:02:27,,,,,
447,DAOS-1498,,2018-11-20 12:35:04,,,,,
448,DAOS-1499,,2018-09-26 12:37:11,,,,,
449,DAOS-15,,2016-04-06 03:29:15,,,,,
450,DAOS-150,,2016-10-11 02:37:41,,,,,
451,DAOS-1500,,2018-09-26 12:37:24,,,,,
452,DAOS-1505,,2018-10-09 07:06:03,,,,,
453,DAOS-1507,DAOS-1507,2019-11-14 09:49:38,2022-03-10 07:47:57,,This issue verifies SRS-168,Link,0.0
454,DAOS-1508,DAOS-1508,2019-12-06 11:12:59,2022-03-10 07:52:21,,This issue verifies SRS-177,Link,0.0
455,DAOS-1512,,2018-12-04 09:15:06,,,,,
456,DAOS-1515,,2019-08-06 14:39:48,,,,,
457,DAOS-1521,,2020-01-22 10:57:21,,,,,
458,DAOS-1525,,2020-01-22 10:52:28,,,,,
459,DAOS-1528,,2019-12-03 10:56:13,,,,,
460,DAOS-153,,2016-10-11 02:43:45,,,,,
461,DAOS-1531,,2018-10-01 10:26:21,,,,,
462,DAOS-1534,,2018-10-01 14:31:26,,,,,
463,DAOS-1535,,2018-10-01 14:32:52,,,,,
464,DAOS-1536,,2018-10-02 07:23:20,,,,,
465,DAOS-1538,,2018-10-03 11:48:03,,,,,
466,DAOS-154,,2016-10-11 02:49:21,,,,,
467,DAOS-1540,,2019-07-29 16:27:12,,,,,
468,DAOS-1545,,2018-10-09 07:25:13,,,,,
469,DAOS-1547,,2018-10-08 19:53:15,,,,,
470,DAOS-1548,,2018-10-09 00:51:48,,,,,
471,DAOS-155,,2016-10-11 04:11:29,,,,,
472,DAOS-1550,,2018-10-09 07:28:16,,,,,
473,DAOS-1551,,2018-10-09 16:31:54,,,,,
474,DAOS-1552,,2018-10-09 07:18:44,,,,,
475,DAOS-1553,,2018-10-09 07:19:01,,,,,
476,DAOS-1554,,2018-10-09 07:21:04,,,,,
477,DAOS-1555,,2018-10-09 07:23:58,,,,,
478,DAOS-156,,2016-10-11 04:23:13,,,,,
479,DAOS-1560,,2018-11-06 07:21:54,,,,,
480,DAOS-1569,,2018-10-15 05:14:11,,,,,
481,DAOS-157,,2016-10-11 04:26:24,,,,,
482,DAOS-1571,,2018-10-16 10:16:08,,,,,
483,DAOS-1572,,2018-10-18 06:50:52,,,,,
484,DAOS-1573,,2018-10-18 05:52:34,,,,,
485,DAOS-1576,,2018-10-17 13:28:14,,,,,
486,DAOS-1579,,2018-10-18 05:51:02,,,,,
487,DAOS-158,,2016-10-11 04:38:09,,,,,
488,DAOS-1581,,2018-10-18 11:03:30,,,,,
489,DAOS-1586,,2018-10-23 04:21:28,,,,,
490,DAOS-1591,,2020-01-22 10:52:41,,,,,
491,DAOS-16,,2016-04-06 04:36:40,,,,,
492,DAOS-1600,,2018-11-02 17:27:56,,,,,
493,DAOS-1601,,2018-11-06 12:38:23,,,,,
494,DAOS-1604,,2018-12-18 12:39:49,,,,,
495,DAOS-1608,,2018-10-22 22:13:57,,,,,
496,DAOS-1610,,2018-10-23 16:14:57,,,,,
497,DAOS-1611,,2018-10-23 07:28:35,,,,,
498,DAOS-1612,,2018-10-23 07:09:30,,,,,
499,DAOS-1613,,2018-10-23 07:20:39,,,,,
500,DAOS-1614,,2018-10-23 07:24:54,,,,,
501,DAOS-1615,,2018-10-23 07:26:59,,,,,
502,DAOS-1616,,2018-10-23 07:27:32,,,,,
503,DAOS-1617,,2018-10-23 07:28:10,,,,,
504,DAOS-1618,,2018-10-23 07:30:50,,,,,
505,DAOS-1622,,2018-10-23 15:00:57,,,,,
506,DAOS-1623,,2018-10-23 15:00:54,,,,,
507,DAOS-1627,,2018-10-23 15:45:12,,,,,
508,DAOS-163,,2016-10-13 00:45:49,,,,,
509,DAOS-1631,,2018-10-23 16:23:37,,,,,
510,DAOS-1636,,2018-10-23 16:20:23,,,,,
511,DAOS-1637,,2018-10-23 16:20:29,,,,,
512,DAOS-1639,,2018-11-06 16:30:04,,,,,
513,DAOS-164,,2016-10-13 00:47:14,,,,,
514,DAOS-165,,2016-10-13 00:50:08,,,,,
515,DAOS-1651,,2018-10-26 14:26:17,,,,,
516,DAOS-1657,,2018-11-02 10:21:33,,,,,
517,DAOS-1658,,2018-11-30 08:57:38,,,,,
518,DAOS-1659,,2018-12-18 14:55:23,,,,,
519,DAOS-166,,2016-10-13 00:51:48,,,,,
520,DAOS-1662,,2018-11-02 10:21:52,,,,,
521,DAOS-1665,,2018-11-22 05:01:02,,,,,
522,DAOS-1666,,2018-11-22 05:01:20,,,,,
523,DAOS-1667,,2018-10-31 08:51:57,,,,,
524,DAOS-1679,,2018-11-22 04:45:30,,,,,
525,DAOS-1682,,2018-11-27 15:07:56,,,,,
526,DAOS-1688,,2019-09-13 15:15:47,,,,,
527,DAOS-1694,,2020-01-22 10:57:14,,,,,
528,DAOS-1695,,2018-11-12 09:36:35,,,,,
529,DAOS-1700,,2019-07-29 16:33:04,,,,,
530,DAOS-1701,,2018-11-02 12:47:31,,,,,
531,DAOS-1706,,2018-11-02 13:32:07,,,,,
532,DAOS-1708,,2018-11-02 14:23:48,,,,,
533,DAOS-1715,,2018-12-04 15:56:52,,,,,
534,DAOS-1719,,2018-11-06 16:14:30,,,,,
535,DAOS-1723,,2018-11-06 16:15:14,,,,,
536,DAOS-1724,,2018-11-06 06:18:28,,,,,
537,DAOS-1725,,2018-11-06 06:22:23,,,,,
538,DAOS-1726,,2018-11-06 07:23:17,,,,,
539,DAOS-1727,,2018-11-06 07:25:19,,,,,
540,DAOS-1729,,2018-11-06 07:26:15,,,,,
541,DAOS-173,,2016-10-13 01:54:32,,,,,
542,DAOS-1730,,2018-11-06 07:27:49,,,,,
543,DAOS-1731,,2018-11-06 07:31:12,,,,,
544,DAOS-1734,,2018-11-06 16:19:51,,,,,
545,DAOS-1735,,2018-11-06 14:07:45,,,,,
546,DAOS-1736,,2018-11-06 14:07:38,,,,,
547,DAOS-1737,,2018-12-19 12:52:35,,,,,
548,DAOS-1738,,2018-11-06 14:10:09,,,,,
549,DAOS-1739,,2018-11-06 16:04:43,,,,,
550,DAOS-174,,2016-10-13 02:01:41,,,,,
551,DAOS-1742,,2018-11-06 14:58:49,,,,,
552,DAOS-1747,,2018-11-07 13:27:19,,,,,
553,DAOS-1754,DAOS-1754,2020-01-22 10:52:52,2022-03-10 07:47:36,,This issue implements SRS-168,Link,0.0
554,DAOS-1758,,2018-11-09 07:42:49,,,,,
555,DAOS-1760,,2018-11-20 07:19:16,,,,,
556,DAOS-1764,,2018-11-08 11:31:19,,,,,
557,DAOS-1765,,2018-11-20 12:56:40,,,,,
558,DAOS-1769,,2018-11-09 07:04:17,,,,,
559,DAOS-1775,,2018-11-27 16:47:00,,,,,
560,DAOS-1776,,2020-01-22 10:57:32,,,,,
561,DAOS-1782,,2018-11-21 09:03:31,,,,,
562,DAOS-1788,,2018-11-13 05:12:29,,,,,
563,DAOS-1793,,2018-11-13 09:44:32,,,,,
564,DAOS-1794,,2018-11-16 10:36:27,,,,,
565,DAOS-1795,,2018-11-13 15:32:14,,,,,
566,DAOS-1802,,2018-11-14 13:42:29,,,,,
567,DAOS-1818,,2018-11-19 01:20:48,,,,,
568,DAOS-1819,,2018-12-04 07:18:46,,,,,
569,DAOS-1820,,2018-11-20 07:21:52,,,,,
570,DAOS-1821,,2018-11-19 15:57:47,,,,,
571,DAOS-1823,,2018-11-20 07:17:50,,,,,
572,DAOS-1829,DAOS-1829,2018-11-20 12:59:50,2022-03-10 07:41:44,,This issue implements SRS-163,Link,0.0
573,DAOS-183,,2016-12-12 12:47:02,,,,,
574,DAOS-1831,,2018-11-20 14:36:10,,,,,
575,DAOS-1832,,2018-11-20 14:38:57,,,,,
576,DAOS-1833,,2018-11-20 14:38:00,,,,,
577,DAOS-1834,,2018-12-17 13:02:22,,,,,
578,DAOS-1835,,2018-12-03 16:27:39,,,,,
579,DAOS-1836,,2018-12-03 16:27:44,,,,,
580,DAOS-1837,,2018-12-17 13:02:18,,,,,
581,DAOS-1839,,2018-12-17 13:02:25,,,,,
582,DAOS-1840,,2018-11-20 14:48:44,,,,,
583,DAOS-1841,,2018-11-20 14:48:39,,,,,
584,DAOS-1842,,2018-11-20 15:01:23,,,,,
585,DAOS-1843,,2018-12-04 07:05:20,,,,,
586,DAOS-1849,,2018-11-26 12:08:40,,,,,
587,DAOS-1853,,2018-12-03 16:28:16,,,,,
588,DAOS-1857,,2018-11-29 01:43:57,,,,,
589,DAOS-1858,,2018-11-27 16:18:14,,,,,
590,DAOS-1862,,2018-12-11 10:05:23,,,,,
591,DAOS-1864,,2020-01-22 10:57:09,,,,,
592,DAOS-1865,,2020-01-22 10:57:37,,,,,
593,DAOS-1875,,2018-11-29 13:18:23,,,,,
594,DAOS-1878,,2018-11-30 12:04:41,,,,,
595,DAOS-1881,,2018-12-02 05:56:57,,,,,
596,DAOS-1891,,2019-07-30 15:00:07,,,,,
597,DAOS-1893,,2018-12-18 07:10:12,,,,,
598,DAOS-1895,,2018-12-03 16:35:45,,,,,
599,DAOS-1896,,2018-12-03 16:36:17,,,,,
600,DAOS-1897,,2018-12-03 16:36:37,,,,,
601,DAOS-1898,,2018-12-04 07:17:19,,,,,
602,DAOS-1899,,2018-12-04 07:14:19,,,,,
603,DAOS-1901,,2018-12-04 07:19:12,,,,,
604,DAOS-1902,,2018-12-04 08:13:13,,,,,
605,DAOS-1903,,2018-12-04 13:42:41,,,,,
606,DAOS-1906,,2018-12-04 10:27:46,,,,,
607,DAOS-1908,,2018-12-05 10:02:35,,,,,
608,DAOS-1913,,2018-12-07 10:35:39,,,,,
609,DAOS-1921,,2018-12-11 15:41:18,,,,,
610,DAOS-1922,,2018-12-11 15:41:21,,,,,
611,DAOS-1933,,2018-12-18 08:46:17,,,,,
612,DAOS-1937,,2018-12-18 08:43:54,,,,,
613,DAOS-1939,,2018-12-20 04:30:00,,,,,
614,DAOS-1940,,2018-12-18 09:24:09,,,,,
615,DAOS-1945,,2020-01-22 10:52:54,,,,,
616,DAOS-1948,,2018-12-17 13:06:58,,,,,
617,DAOS-1950,,2018-12-18 07:17:45,,,,,
618,DAOS-1951,,2018-12-18 07:20:24,,,,,
619,DAOS-1952,,2018-12-18 07:20:16,,,,,
620,DAOS-1953,,2018-12-18 16:19:53,,,,,
621,DAOS-1954,,2018-12-18 07:17:33,,,,,
622,DAOS-1955,,2018-12-18 07:22:44,,,,,
623,DAOS-1959,,2018-12-18 09:26:28,,,,,
624,DAOS-1962,,2018-12-18 15:36:38,,,,,
625,DAOS-1964,,2018-12-18 16:21:08,,,,,
626,DAOS-1967,,2019-01-08 18:52:23,,,,,
627,DAOS-1969,,2018-12-20 04:25:55,,,,,
628,DAOS-1972,,2018-12-20 14:27:39,,,,,
629,DAOS-1981,,2018-12-21 10:11:55,,,,,
630,DAOS-1986,,2018-12-31 08:59:35,,,,,
631,DAOS-1992,,2019-01-08 07:29:39,,,,,
632,DAOS-1993,,2019-01-08 07:29:34,,,,,
633,DAOS-1994,,2019-01-08 11:38:20,,,,,
634,DAOS-1995,,2019-01-08 13:40:38,,,,,
635,DAOS-1999,,2019-01-10 06:21:37,,,,,
636,DAOS-2,,2016-04-06 02:31:57,,,,,
637,DAOS-2020,,2019-02-05 07:55:55,,,,,
638,DAOS-2023,,2020-01-22 10:57:47,,,,,
639,DAOS-2031,DAOS-2031,2019-01-16 23:38:56,2022-01-04 12:20:33,,This issue is related to  DAOS-9515,Link,0.0
640,DAOS-2058,,2019-09-23 11:25:26,,,,,
641,DAOS-2065,,2019-02-05 07:51:34,,,,,
642,DAOS-2066,,2019-02-05 07:55:34,,,,,
643,DAOS-2085,,2019-09-19 05:47:02,,,,,
644,DAOS-2087,,2019-08-05 15:55:48,,,,,
645,DAOS-2097,,2019-02-05 08:04:04,,,,,
646,DAOS-2098,,2019-02-05 08:07:17,,,,,
647,DAOS-21,,2016-04-06 04:45:03,,,,,
648,DAOS-2101,,2020-01-22 10:57:27,,,,,
649,DAOS-2120,,2019-08-07 15:05:03,,,,,
650,DAOS-2122,,2020-01-22 10:57:49,,,,,
651,DAOS-2134,,2020-01-22 10:57:36,,,,,
652,DAOS-214,,2016-12-12 11:03:40,,,,,
653,DAOS-2148,,2020-01-22 10:57:42,,,,,
654,DAOS-2149,,2020-01-22 10:57:11,,,,,
655,DAOS-215,,2016-12-12 12:47:30,,,,,
656,DAOS-2150,,2020-01-22 10:57:36,,,,,
657,DAOS-2151,,2020-01-22 10:57:08,,,,,
658,DAOS-216,,2016-12-12 05:26:28,,,,,
659,DAOS-2165,,2019-07-30 15:01:22,,,,,
660,DAOS-217,,2016-12-12 12:53:03,,,,,
661,DAOS-2203,,2019-03-13 22:16:32,,,,,
662,DAOS-2205,,2020-01-22 10:52:35,,,,,
663,DAOS-2210,,2019-09-23 11:39:26,,,,,
664,DAOS-2215,,2019-07-29 16:27:39,,,,,
665,DAOS-222,,2016-12-16 01:54:24,,,,,
666,DAOS-224,,2016-12-16 01:56:27,,,,,
667,DAOS-2240,,2019-08-06 14:51:11,,,,,
668,DAOS-2256,,2019-08-05 10:48:17,,,,,
669,DAOS-2257,,2019-12-06 11:36:18,,,,,
670,DAOS-226,,2016-12-16 02:01:19,,,,,
671,DAOS-2260,,2019-08-05 10:53:50,,,,,
672,DAOS-2262,,2020-01-22 10:52:38,,,,,
673,DAOS-2264,DAOS-2264,2020-01-22 10:52:32,2022-03-10 07:56:26,,This issue implements SRS-193,Link,0.0
674,DAOS-2265,,2020-01-22 10:52:49,,,,,
675,DAOS-2273,DAOS-2273,2019-09-23 11:25:26,2022-03-10 08:38:50,,This issue implements SRS-314,Link,0.0
676,DAOS-2273,DAOS-2273,2019-09-23 11:25:26,2022-03-10 08:38:20,,This issue implements SRS-313,Link,0.0
677,DAOS-2273,DAOS-2273,2019-09-23 11:25:26,2022-03-10 08:37:49,,This issue implements SRS-312,Link,0.0
678,DAOS-2273,DAOS-2273,2019-09-23 11:25:26,2022-03-10 08:37:20,,This issue implements SRS-311,Link,0.0
679,DAOS-2273,DAOS-2273,2019-09-23 11:25:26,2022-03-10 08:36:49,,This issue implements SRS-310,Link,0.0
680,DAOS-2273,DAOS-2273,2019-09-23 11:25:26,2022-03-10 08:36:22,,This issue implements SRS-309,Link,0.0
681,DAOS-2273,DAOS-2273,2019-09-23 11:25:26,2022-03-10 08:35:51,,This issue implements SRS-308,Link,0.0
682,DAOS-2282,DAOS-2282,2020-01-22 10:52:53,2022-03-10 08:23:13,,This issue implements SRS-246,Link,0.0
683,DAOS-2282,DAOS-2282,2020-01-22 10:52:53,2022-03-10 08:21:49,,This issue implements SRS-243,Link,0.0
684,DAOS-2282,DAOS-2282,2020-01-22 10:52:53,2022-03-10 08:21:16,,This issue implements SRS-242,Link,0.0
685,DAOS-2283,DAOS-2283,2019-09-23 11:39:25,2022-03-10 08:16:48,,This issue implements SRS-233,Link,0.0
686,DAOS-229,,2017-01-19 07:07:52,,,,,
687,DAOS-2295,,2019-04-12 09:08:17,,,,,
688,DAOS-2298,,2020-01-22 10:57:51,,,,,
689,DAOS-23,,2016-04-06 04:50:33,,,,,
690,DAOS-2331,,2020-01-22 10:52:36,,,,,
691,DAOS-2332,,2020-01-22 10:52:27,,,,,
692,DAOS-2340,,2020-01-22 10:57:07,,,,,
693,DAOS-2346,,2019-07-30 15:01:26,,,,,
694,DAOS-2348,,2020-01-22 10:52:40,,,,,
695,DAOS-2354,DAOS-2354,2020-01-22 10:52:29,2022-03-10 08:09:33,,This issue implements SRS-220,Link,0.0
696,DAOS-2373,,2019-07-30 15:08:31,,,,,
697,DAOS-2374,,2019-07-30 14:59:55,,,,,
698,DAOS-2376,,2019-07-30 15:00:00,,,,,
699,DAOS-2377,,2019-07-30 15:01:31,,,,,
700,DAOS-2383,,2019-05-03 04:51:31,,,,,
701,DAOS-2392,,2019-07-30 15:01:48,,,,,
702,DAOS-2394,,2020-01-22 10:57:39,,,,,
703,DAOS-2401,,2019-07-30 15:01:52,,,,,
704,DAOS-2421,,2020-01-22 10:57:11,,,,,
705,DAOS-2429,,2020-01-22 10:52:49,,,,,
706,DAOS-2432,,2019-09-23 11:25:26,,,,,
707,DAOS-2458,,2020-01-22 10:52:45,,,,,
708,DAOS-2473,,2019-07-30 15:02:01,,,,,
709,DAOS-2476,,2020-01-22 10:57:26,,,,,
710,DAOS-2478,,2020-01-22 10:52:30,,,,,
711,DAOS-2479,,2019-07-30 15:00:13,,,,,
712,DAOS-2485,,2019-07-30 15:00:59,,,,,
713,DAOS-2488,,2020-01-22 10:57:45,,,,,
714,DAOS-2490,,2019-12-10 14:10:00,,,,,
715,DAOS-2491,,2019-09-25 12:34:12,,,,,
716,DAOS-2493,DAOS-2493,2019-07-30 15:05:15,2022-03-10 08:14:36,,This issue verifies SRS-228,Link,0.0
717,DAOS-2494,,2019-07-30 15:05:20,,,,,
718,DAOS-2495,,2019-09-25 11:58:21,,,,,
719,DAOS-2496,DAOS-2496,2019-08-05 15:54:00,2022-03-10 08:16:01,,This issue verifies SRS-231,Link,0.0
720,DAOS-2496,DAOS-2496,2019-08-05 15:54:00,2022-03-10 08:14:36,,This issue verifies SRS-228,Link,0.0
721,DAOS-2509,,2019-09-25 12:50:30,,,,,
722,DAOS-2511,,2019-07-30 15:05:29,,,,,
723,DAOS-2512,,2019-08-05 11:04:13,,,,,
724,DAOS-2514,DAOS-2514,2019-09-23 11:39:26,2022-03-10 07:47:57,,This issue verifies SRS-168,Link,0.0
725,DAOS-2516,,2020-01-22 10:52:32,,,,,
726,DAOS-2526,,2020-01-22 10:57:20,,,,,
727,DAOS-2529,DAOS-2529,2019-09-23 11:25:27,2022-03-10 08:00:54,,This issue implements SRS-203,Link,0.0
728,DAOS-2529,DAOS-2529,2019-09-23 11:25:27,2022-03-04 10:52:35,,This issue implements SRS-47,Link,0.0
729,DAOS-2536,,2020-01-22 10:57:31,,,,,
730,DAOS-2537,,2019-08-07 14:08:09,,,,,
731,DAOS-2539,DAOS-2539,2019-07-30 15:05:34,2022-03-10 07:55:10,,This issue implements SRS-182,Link,0.0
732,DAOS-2539,DAOS-2539,2019-07-30 15:05:34,2022-03-10 07:54:35,,This issue implements SRS-181,Link,0.0
733,DAOS-2552,,2019-08-06 14:53:13,,,,,
734,DAOS-2559,,2020-01-22 10:52:57,,,,,
735,DAOS-2566,,2019-07-30 15:06:20,,,,,
736,DAOS-2568,,2019-07-30 15:07:53,,,,,
737,DAOS-2572,,2019-07-30 15:08:13,,,,,
738,DAOS-2574,,2019-07-30 15:08:27,,,,,
739,DAOS-2588,,2019-08-07 13:59:05,,,,,
740,DAOS-2589,,2019-08-07 14:01:41,,,,,
741,DAOS-2590,,2019-08-07 14:05:03,,,,,
742,DAOS-2591,,2019-08-07 14:06:49,,,,,
743,DAOS-2592,,2019-08-07 14:12:44,,,,,
744,DAOS-2593,,2019-08-07 14:20:21,,,,,
745,DAOS-2594,,2019-08-07 14:20:21,,,,,
746,DAOS-2595,,2019-08-07 14:20:21,,,,,
747,DAOS-2596,,2020-01-22 10:57:02,,,,,
748,DAOS-2597,,2019-08-07 14:20:21,,,,,
749,DAOS-2598,,2019-08-07 14:20:21,,,,,
